Customer_id,Age,Gender,Revenue_Total,N_Purchases,Purchase_DATE,Purchase_VALUE,Pay_Method,Time_Spent,Browser,Newsletter,Voucher,Purchase_DAY,Purchase_MONTH,Purchase_YEAR
504358,27,1,17.5,3,14/12/2021,12.425,1,199,0,0,0,14,12,2021
504359,19,0,44.7,5,18/8/2021,32.631,3,216,0,0,1,18,8,2021
504360,33,1,36,5,11/3/2021,0.36,2,372,1,0,0,11,3,2021
504361,51,1,30.6,6,3/7/2021,0.612,2,929,0,0,0,3,7,2021
504362,63,0,5.4,7,25/11/2021,3.078,1,552,0,0,1,25,11,2021
504363,52,1,17.9,3,7/1/2021,1.074,0,515,3,0,0,7,1,2021
504364,34,1,22.1,7,15/3/2021,4.641,3,339,0,0,0,15,3,2021
504365,46,1,22.6,1,7/9/2021,22.6,2,324,0,0,0,7,9,2021
504366,63,1,33.2,2,23/7/2021,23.904,0,240,1,0,0,23,7,2021
504367,19,1,57.9,2,29/10/2021,49.215,2,435,0,0,0,29,10,2021
504368,17,0,42.1,7,11/2/2021,25.26,3,795,3,0,0,11,2,2021
504369,46,1,2,7,27/10/2021,1.84,3,842,0,1,1,27,10,2021
504370,59,1,51.1,4,13/4/2021,36.281,1,993,0,0,0,13,4,2021
504371,45,1,3.6,1,3/4/2021,3.6,1,653,0,0,1,3,4,2021
504372,29,1,31.4,3,28/8/2021,5.024,0,748,1,0,1,28,8,2021
504373,54,0,30.3,7,4/6/2021,16.968,1,216,0,1,0,4,6,2021
504374,46,1,32.1,5,31/8/2021,19.902,0,822,1,0,0,31,8,2021
504375,47,0,2.9,4,28/7/2021,0.348,1,181,0,0,1,28,7,2021
504376,45,1,34.1,6,28/2/2021,28.644,0,1018,3,0,0,28,2,2021
504377,21,0,40.5,4,23/11/2021,14.175,3,633,3,0,0,23,11,2021
504378,25,1,41.3,3,24/7/2021,16.933,0,159,0,0,0,24,7,2021
504379,55,1,20.1,2,29/5/2021,18.09,1,683,0,0,1,29,5,2021
504380,40,1,9.3,3,25/3/2021,7.905,0,921,0,0,1,25,3,2021
504381,34,1,58.7,7,22/1/2021,58.113,1,338,3,0,0,22,1,2021
504382,45,1,41.9,7,29/3/2021,14.246,1,986,0,0,1,29,3,2021
504383,57,0,53.9,6,6/9/2021,10.241,3,1048,3,0,0,6,9,2021
504384,32,0,33,5,20/12/2021,31.35,1,870,0,0,0,20,12,2021
504385,18,1,33.3,2,12/1/2021,18.648,3,735,0,0,0,12,1,2021
504386,39,1,31.9,6,28/10/2021,31.262,0,750,0,0,1,28,10,2021
504387,46,0,11.5,4,22/3/2021,10.35,2,1048,0,0,1,22,3,2021
504388,41,0,54.9,4,19/6/2021,13.725,1,572,0,0,0,19,6,2021
504389,40,0,27.5,7,20/10/2021,21.175,2,1070,0,1,0,20,10,2021
504390,54,1,14.5,6,11/3/2021,0.87,2,385,0,0,0,11,3,2021
504391,49,1,13.6,2,26/6/2021,8.296,0,259,1,1,0,26,6,2021
504392,56,1,40.3,1,26/4/2021,40.3,1,636,0,0,0,26,4,2021
504393,56,1,2.2,4,29/10/2021,1.518,0,965,2,1,1,29,10,2021
504394,18,1,20.9,6,22/4/2021,18.183,1,271,0,0,0,22,4,2021
504395,62,1,24.3,2,27/10/2021,16.524,1,168,3,0,1,27,10,2021
504396,17,1,28,6,29/11/2021,22.68,0,269,0,0,0,29,11,2021
504397,21,0,6.8,1,2/9/2021,6.8,1,932,0,0,0,2,9,2021
504398,26,1,5.1,6,25/10/2021,3.723,2,1005,0,0,1,25,10,2021
504399,54,1,22.7,7,20/3/2021,4.313,3,159,0,0,0,20,3,2021
504400,26,0,32.7,4,23/12/2021,21.582,3,773,0,0,0,23,12,2021
504401,43,0,50.5,5,30/5/2021,39.895,1,1050,0,0,0,30,5,2021
504402,43,1,19,5,30/8/2021,2.47,1,648,0,0,0,30,8,2021
504403,32,1,29.1,2,12/12/2021,14.841,3,764,1,0,0,12,12,2021
504404,52,1,50.1,5,15/2/2021,12.525,3,588,0,0,1,15,2,2021
504405,49,1,51.3,5,27/3/2021,19.494,2,678,0,0,0,27,3,2021
504406,61,0,35.3,7,29/4/2021,30.358,3,800,0,1,0,29,4,2021
504407,50,0,26.4,7,17/10/2021,0.528,0,852,1,0,1,17,10,2021
504408,32,1,33.4,6,29/12/2021,4.342,0,511,3,0,0,29,12,2021
504409,53,0,33.7,5,17/5/2021,31.678,3,560,0,0,1,17,5,2021
504410,36,0,37.7,1,6/9/2021,37.7,0,974,0,0,1,6,9,2021
504411,33,0,15.1,6,9/12/2021,2.265,1,1072,0,0,1,9,12,2021
504412,48,1,57.7,3,21/12/2021,15.002,2,147,0,0,0,21,12,2021
504413,21,1,33.2,4,14/4/2021,25.564,3,1069,0,0,0,14,4,2021
504414,35,0,32.2,5,26/4/2021,0.322,0,788,1,0,0,26,4,2021
504415,52,1,20,2,17/9/2021,6,1,341,0,0,1,17,9,2021
504416,30,1,39.9,3,25/2/2021,18.354,2,280,1,0,1,25,2,2021
504417,31,0,38,5,25/6/2021,32.3,1,312,0,0,0,25,6,2021
504418,55,0,33.7,1,20/9/2021,33.7,0,357,1,0,0,20,9,2021
504419,40,1,14.1,2,7/9/2021,10.998,0,613,0,1,1,7,9,2021
504420,24,1,20.5,4,27/11/2021,6.355,1,891,0,0,1,27,11,2021
504421,36,1,32.4,7,12/1/2021,30.132,3,697,3,0,0,12,1,2021
504422,44,1,44.9,6,6/9/2021,22.45,1,1022,1,1,0,6,9,2021
504423,24,0,1.6,4,28/3/2021,0.464,1,144,0,0,1,28,3,2021
504424,42,0,2.1,1,29/10/2021,2.1,2,991,0,0,0,29,10,2021
504425,55,1,21.4,6,23/7/2021,17.334,2,840,0,0,0,23,7,2021
504426,30,1,48.3,7,26/1/2021,29.463,3,776,0,0,0,26,1,2021
504427,35,1,33.1,3,15/1/2021,32.438,3,597,1,0,0,15,1,2021
504428,49,1,37.1,5,27/4/2021,11.872,2,405,0,0,0,27,4,2021
504429,58,0,18.3,5,17/6/2021,10.248,1,258,0,0,0,17,6,2021
504430,22,1,35.5,4,21/12/2021,17.04,2,620,1,0,0,21,12,2021
504431,24,0,9.8,6,7/10/2021,6.664,0,483,1,0,0,7,10,2021
504432,23,1,32.2,2,21/11/2021,4.83,1,276,0,1,0,21,11,2021
504433,58,0,33.5,1,26/12/2021,33.5,0,824,0,1,0,26,12,2021
504434,50,0,25.8,3,3/5/2021,21.156,2,884,0,0,0,3,5,2021
504435,39,1,12.1,1,14/12/2021,12.1,0,785,2,0,1,14,12,2021
504436,32,1,34.3,1,2/12/2021,34.3,3,319,0,0,0,2,12,2021
504437,57,1,21.8,1,21/3/2021,21.8,3,659,0,1,0,21,3,2021
504438,52,0,24.4,2,1/4/2021,9.76,1,431,0,0,0,1,4,2021
504439,55,1,14.8,4,19/3/2021,14.652,3,426,1,0,0,19,3,2021
504440,47,1,21.4,2,20/10/2021,1.926,0,361,1,0,0,20,10,2021
504441,36,1,34.8,2,11/9/2021,26.796,1,467,0,1,0,11,9,2021
504442,62,1,57.5,7,1/6/2021,23.575,1,464,0,0,1,1,6,2021
504443,50,0,3.3,7,3/1/2021,1.749,0,834,1,0,0,3,1,2021
504444,56,1,10.1,4,12/3/2021,5.151,1,646,0,1,0,12,3,2021
504445,20,1,27,4,22/4/2021,18.9,3,944,0,0,0,22,4,2021
504446,58,1,11.1,7,12/12/2021,2.109,3,1051,0,0,0,12,12,2021
504447,46,1,13.3,7,23/7/2021,6.916,2,686,0,0,0,23,7,2021
504448,37,1,39,2,17/6/2021,11.31,0,328,3,0,0,17,6,2021
504449,46,1,4.1,1,25/3/2021,4.1,2,656,0,0,0,25,3,2021
504450,62,1,35.3,6,20/2/2021,29.652,0,729,0,0,0,20,2,2021
504451,63,1,49.5,5,7/3/2021,27.72,0,907,0,0,0,7,3,2021
504452,63,0,5.6,1,26/2/2021,5.6,3,964,0,0,1,26,2,2021
504453,59,1,14.3,1,14/12/2021,14.3,0,139,0,0,1,14,12,2021
504454,23,1,41.5,1,22/1/2021,41.5,2,339,1,0,1,22,1,2021
504455,44,0,38.1,4,14/2/2021,28.575,2,860,0,0,0,14,2,2021
504456,31,1,1.3,7,11/5/2021,0.052,2,1067,1,0,0,11,5,2021
504457,53,1,20.4,3,22/6/2021,5.304,1,1076,2,1,0,22,6,2021
504458,35,0,43.7,6,23/7/2021,34.523,2,504,0,0,0,23,7,2021
504459,47,1,46.1,6,4/6/2021,10.142,0,528,0,1,0,4,6,2021
504460,34,0,21,1,25/9/2021,21,2,578,0,0,0,25,9,2021
504461,52,1,43.1,5,13/3/2021,41.376,1,948,0,1,0,13,3,2021
504462,26,1,43.7,3,6/3/2021,15.295,0,227,0,0,0,6,3,2021
504463,17,1,34.6,7,29/7/2021,18.338,3,517,0,0,0,29,7,2021
504464,37,1,5.8,5,12/1/2021,3.074,2,328,0,0,1,12,1,2021
504465,52,1,23.6,3,17/6/2021,1.18,2,228,3,0,0,17,6,2021
504466,54,1,30.5,6,7/9/2021,17.69,2,1046,2,1,0,7,9,2021
504467,34,1,50.9,7,8/4/2021,19.851,0,604,1,1,1,8,4,2021
504468,38,0,20.8,5,13/1/2021,18.096,2,646,3,0,0,13,1,2021
504469,39,1,27.2,6,11/1/2021,19.312,0,788,1,0,1,11,1,2021
504470,60,1,2.4,2,20/9/2021,0.12,2,177,0,1,0,20,9,2021
504471,52,1,25.3,3,26/2/2021,4.554,2,1004,1,0,0,26,2,2021
504472,31,1,30.7,4,6/2/2021,23.332,3,1073,0,0,1,6,2,2021
504473,59,0,27.2,6,7/8/2021,26.384,3,1051,1,0,0,7,8,2021
504474,60,0,34.9,5,4/10/2021,2.443,2,905,0,0,1,4,10,2021
504475,56,1,25.1,3,29/12/2021,16.566,3,581,0,1,0,29,12,2021
504476,29,0,20.1,2,26/7/2021,5.226,0,254,1,0,0,26,7,2021
504477,49,1,8.1,5,21/7/2021,2.187,1,774,0,0,0,21,7,2021
504478,42,1,38.3,3,28/2/2021,9.575,0,1008,0,1,0,28,2,2021
504479,20,1,9.5,2,11/11/2021,6.175,2,323,1,0,0,11,11,2021
504480,48,0,55.9,4,20/5/2021,21.242,1,135,0,0,0,20,5,2021
504481,56,0,34.7,3,26/11/2021,32.271,2,150,0,0,0,26,11,2021
504482,16,0,33.7,3,8/3/2021,2.359,2,762,3,0,1,8,3,2021
504483,35,0,39.9,3,29/11/2021,30.324,3,368,0,0,1,29,11,2021
504484,63,0,36.9,4,14/1/2021,36.531,3,857,1,0,0,14,1,2021
504485,30,0,34.5,7,8/11/2021,14.49,2,752,0,0,1,8,11,2021
504486,53,0,48.9,1,12/6/2021,48.9,0,723,0,1,0,12,6,2021
504487,21,1,39.8,3,1/12/2021,23.482,1,711,0,0,0,1,12,2021
504488,21,1,45.3,6,15/3/2021,21.291,1,1045,1,0,0,15,3,2021
504489,55,0,34.1,7,17/3/2021,12.276,0,382,1,0,0,17,3,2021
504490,40,0,10,4,27/2/2021,0.1,3,739,0,0,1,27,2,2021
504491,30,1,25.1,3,11/6/2021,7.028,2,262,3,0,0,11,6,2021
504492,39,0,31.5,6,24/6/2021,14.175,0,683,3,0,1,24,6,2021
504493,28,0,18,3,12/11/2021,16.38,0,598,0,0,0,12,11,2021
504494,47,0,24.2,3,1/12/2021,14.036,1,1018,0,1,0,1,12,2021
504495,57,1,17.4,1,11/12/2021,17.4,1,705,1,0,0,11,12,2021
504496,54,0,38.5,6,5/2/2021,1.155,1,582,0,1,0,5,2,2021
504497,45,1,38.8,4,26/3/2021,30.264,1,390,1,0,0,26,3,2021
504498,46,0,51.1,5,12/12/2021,6.132,3,824,3,0,1,12,12,2021
504499,33,0,37.2,4,3/5/2021,6.324,3,905,0,0,0,3,5,2021
504500,32,1,33.9,6,6/4/2021,2.034,3,991,0,0,0,6,4,2021
504501,40,0,57.3,3,30/6/2021,36.672,1,989,0,0,0,30,6,2021
504502,23,1,35.1,5,7/8/2021,13.338,0,923,0,1,1,7,8,2021
504503,40,0,24.5,4,20/3/2021,16.17,1,626,2,0,0,20,3,2021
504504,48,1,35,4,13/2/2021,6.65,0,459,3,0,0,13,2,2021
504505,41,1,16.4,2,15/9/2021,4.428,3,378,0,0,0,15,9,2021
504506,24,0,37.7,7,28/2/2021,26.013,0,570,0,1,0,28,2,2021
504507,47,1,4.6,1,7/6/2021,4.6,0,664,0,0,0,7,6,2021
504508,61,1,2.3,6,25/6/2021,0.138,3,648,1,0,0,25,6,2021
504509,51,0,31.9,6,16/3/2021,20.097,0,535,0,0,0,16,3,2021
504510,45,1,20.4,4,27/5/2021,4.692,2,897,0,0,0,27,5,2021
504511,50,1,49.3,1,20/6/2021,49.3,3,609,0,0,0,20,6,2021
504512,50,0,36.7,3,30/6/2021,15.781,3,596,0,0,0,30,6,2021
504513,18,0,56.7,7,16/10/2021,5.103,0,506,0,0,0,16,10,2021
504514,25,1,7.1,3,23/6/2021,3.905,1,319,0,1,0,23,6,2021
504515,38,1,21.9,3,19/7/2021,9.198,3,1037,0,0,0,19,7,2021
504516,21,1,39.7,6,2/11/2021,17.865,0,393,3,0,1,2,11,2021
504517,19,1,9.3,4,18/6/2021,8.091,0,295,0,0,1,18,6,2021
504518,62,1,23.2,6,23/9/2021,0.464,3,658,0,1,0,23,9,2021
504519,24,1,27.9,3,1/1/2022,26.784,3,332,2,0,0,1,1,2022
504520,35,0,46.1,3,6/2/2021,4.149,0,218,0,0,1,6,2,2021
504521,56,1,52.1,5,11/5/2021,3.126,1,956,3,0,0,11,5,2021
504522,63,0,30.3,4,27/12/2021,18.786,2,671,0,0,0,27,12,2021
504523,36,1,35.3,7,5/5/2021,14.473,3,644,1,0,0,5,5,2021
504524,40,1,28.5,4,24/11/2021,9.405,0,390,3,0,0,24,11,2021
504525,49,0,43.7,2,7/10/2021,25.346,1,371,0,0,0,7,10,2021
504526,57,0,8.9,4,20/11/2021,3.56,3,588,0,0,0,20,11,2021
504527,22,1,59.7,5,16/6/2021,54.327,1,936,1,1,1,16,6,2021
504528,29,1,9.1,7,21/9/2021,4.368,1,767,0,0,0,21,9,2021
504529,32,0,9.3,4,23/10/2021,8.37,2,709,0,1,0,23,10,2021
504530,41,0,33.6,5,11/4/2021,3.696,3,643,0,0,0,11,4,2021
504531,50,1,21.6,5,17/8/2021,6.264,3,253,0,0,0,17,8,2021
504532,56,1,54.9,1,7/8/2021,54.9,1,723,3,0,0,7,8,2021
504533,30,1,28.4,4,19/11/2021,21.016,1,271,0,0,0,19,11,2021
504534,41,1,28.9,5,2/8/2021,3.757,1,395,0,0,1,2,8,2021
504535,30,1,26.3,6,30/9/2021,17.884,0,303,0,0,1,30,9,2021
504536,23,0,30.4,3,31/1/2021,14.592,1,684,0,1,0,31,1,2021
504537,54,1,23.1,2,26/4/2021,0.924,1,766,0,0,0,26,4,2021
504538,45,1,30.3,1,23/2/2021,30.3,0,1024,0,0,0,23,2,2021
504539,43,1,59.5,5,30/9/2021,36.295,1,789,1,1,0,30,9,2021
504540,29,1,6.4,7,25/3/2021,0.064,0,149,1,0,1,25,3,2021
504541,35,0,31.5,5,16/4/2021,29.295,1,699,0,0,0,16,4,2021
504542,29,0,26.7,1,1/10/2021,26.7,1,776,0,0,1,1,10,2021
504543,29,0,39.5,6,31/5/2021,29.625,0,395,3,0,1,31,5,2021
504544,40,1,1.2,2,27/8/2021,0.888,2,874,0,0,0,27,8,2021
504545,53,1,37.1,6,6/8/2021,20.034,0,156,0,0,0,6,8,2021
504546,47,1,17.1,6,8/11/2021,0.513,0,724,0,0,0,8,11,2021
504547,60,1,8.6,7,25/6/2021,3.526,0,262,1,0,0,25,6,2021
504548,36,1,3.9,6,21/7/2021,3.51,0,752,3,0,1,21,7,2021
504549,43,1,26.5,2,25/9/2021,11.395,1,419,0,0,0,25,9,2021
504550,63,0,12.5,2,23/10/2021,6.125,1,616,0,0,1,23,10,2021
504551,19,1,28.7,7,12/11/2021,10.332,0,654,0,0,0,12,11,2021
504552,26,1,9.5,6,6/2/2021,3.895,2,556,0,0,1,6,2,2021
504553,54,0,20,3,20/7/2021,15.6,1,694,0,1,0,20,7,2021
504554,16,0,14,2,7/6/2021,4.48,0,626,0,0,0,7,6,2021
504555,26,1,28.5,6,19/11/2021,6.555,3,1001,0,0,0,19,11,2021
504556,48,1,56.7,7,25/7/2021,15.309,2,981,0,0,0,25,7,2021
504557,59,1,51.3,5,11/2/2021,3.591,2,1027,0,0,0,11,2,2021
504558,20,0,33.1,7,14/2/2021,14.564,3,570,1,0,0,14,2,2021
504559,39,1,35.6,6,16/3/2021,31.684,2,144,0,0,0,16,3,2021
504560,47,1,38.5,5,5/7/2021,37.345,3,444,0,0,0,5,7,2021
504561,56,1,38.8,3,29/5/2021,24.056,0,172,0,0,0,29,5,2021
504562,20,1,29.8,5,10/3/2021,9.536,1,965,1,0,1,10,3,2021
504563,28,1,14.9,4,29/9/2021,6.705,3,1076,0,0,0,29,9,2021
504564,38,1,30,4,22/9/2021,22.2,3,170,0,0,1,22,9,2021
504565,57,1,35.5,4,17/4/2021,12.425,2,716,0,0,0,17,4,2021
504566,35,1,25.1,4,30/6/2021,8.534,2,1064,0,0,0,30,6,2021
504567,24,0,30,4,14/11/2021,20.7,3,1069,0,0,1,14,11,2021
504568,40,0,20.7,7,14/11/2021,1.035,0,921,0,0,0,14,11,2021
504569,63,1,15.6,1,7/9/2021,15.6,3,1070,0,0,0,7,9,2021
504570,19,1,31.3,2,20/5/2021,26.918,0,161,3,0,0,20,5,2021
504571,52,1,13.3,4,9/7/2021,7.315,3,701,0,0,0,9,7,2021
504572,56,0,21.2,1,16/9/2021,21.2,0,170,3,0,0,16,9,2021
504573,56,0,22.9,5,25/1/2021,13.282,1,517,1,0,0,25,1,2021
504574,47,1,5.9,3,28/12/2021,4.484,0,317,0,0,0,28,12,2021
504575,42,0,24.1,4,1/1/2021,7.953,1,990,0,0,1,1,1,2021
504576,27,1,36.9,6,27/12/2021,8.856,3,230,3,0,0,27,12,2021
504577,43,1,12.6,1,11/7/2021,12.6,1,211,1,0,1,11,7,2021
504578,54,1,32.1,7,6/1/2021,18.297,0,817,0,0,0,6,1,2021
504579,52,0,18.1,1,15/8/2021,18.1,3,234,1,0,0,15,8,2021
504580,19,1,20.6,7,31/3/2021,14.008,2,653,1,0,0,31,3,2021
504581,22,0,14.9,3,5/3/2021,5.811,1,666,0,0,0,5,3,2021
504582,49,0,53.5,2,18/3/2021,41.73,1,166,1,0,0,18,3,2021
504583,35,1,1.8,2,11/4/2021,0.126,0,230,0,0,0,11,4,2021
504584,47,1,30.4,6,13/3/2021,0.304,1,1000,3,0,0,13,3,2021
504585,44,0,39.3,5,10/4/2021,3.144,3,260,0,0,1,10,4,2021
504586,35,1,19,2,28/1/2021,16.91,1,712,0,0,1,28,1,2021
504587,24,1,55.5,7,17/11/2021,36.075,3,657,1,0,1,17,11,2021
504588,16,1,9.3,5,16/10/2021,4.092,3,261,1,0,0,16,10,2021
504589,27,1,48.5,5,3/5/2021,20.37,2,668,0,0,0,3,5,2021
504590,53,1,32.5,1,12/7/2021,32.5,0,228,0,0,0,12,7,2021
504591,26,0,33.2,7,25/6/2021,12.948,0,557,1,0,1,25,6,2021
504592,45,1,31.6,5,12/7/2021,16.748,0,600,0,0,0,12,7,2021
504593,39,1,38.1,1,13/8/2021,38.1,0,604,3,1,0,13,8,2021
504594,57,1,4,6,25/12/2021,2,0,171,0,0,1,25,12,2021
504595,42,0,32.1,4,7/7/2021,21.828,0,306,0,0,0,7,7,2021
504596,37,1,16.4,7,23/10/2021,15.744,0,833,2,1,0,23,10,2021
504597,58,1,39.8,3,21/10/2021,7.562,3,992,0,0,0,21,10,2021
504598,43,0,7.6,4,5/11/2021,0.76,2,345,0,0,1,5,11,2021
504599,24,0,33,4,18/7/2021,2.64,1,615,0,0,1,18,7,2021
504600,56,1,23.4,5,24/4/2021,9.36,3,813,1,1,0,24,4,2021
504601,62,0,39.1,4,15/6/2021,30.889,1,1075,0,0,0,15,6,2021
504602,53,0,32.9,2,7/1/2021,13.489,1,945,0,1,0,7,1,2021
504603,45,1,28.6,3,13/4/2021,22.022,3,613,0,0,0,13,4,2021
504604,48,1,19.4,2,15/11/2021,8.73,0,554,0,0,1,15,11,2021
504605,16,1,34.7,5,19/1/2021,31.577,2,868,2,0,0,19,1,2021
504606,62,1,58.7,1,25/9/2021,58.7,1,1065,1,0,0,25,9,2021
504607,22,1,37.3,7,19/10/2021,24.991,2,1043,0,0,1,19,10,2021
504608,52,1,43.5,2,13/10/2021,41.325,1,473,0,0,1,13,10,2021
504609,18,1,52.9,5,16/9/2021,11.109,3,742,0,0,0,16,9,2021
504610,39,1,10,6,14/6/2021,6.4,2,140,3,0,0,14,6,2021
504611,57,1,25.7,5,16/4/2021,3.341,1,833,2,0,1,16,4,2021
504612,61,1,39.6,3,3/11/2021,33.66,0,123,0,0,0,3,11,2021
504613,17,0,28.2,1,21/12/2021,28.2,3,654,0,0,0,21,12,2021
504614,62,1,43.3,5,27/7/2021,36.372,0,266,3,0,1,27,7,2021
504615,50,0,45.1,4,4/7/2021,9.922,0,349,0,0,0,4,7,2021
504616,26,1,1,6,6/5/2021,0.8,0,809,0,1,0,6,5,2021
504617,49,1,6.2,1,4/11/2021,6.2,3,196,0,1,1,4,11,2021
504618,63,1,6.3,4,6/12/2021,5.481,2,184,0,0,0,6,12,2021
504619,23,1,37.3,5,1/1/2021,21.261,0,468,0,0,0,1,1,2021
504620,63,0,55.7,5,1/12/2021,42.889,2,1046,3,0,1,1,12,2021
504621,59,1,0.7,3,25/6/2021,0.084,2,208,3,1,1,25,6,2021
504622,60,1,43.1,6,28/8/2021,17.24,2,1026,0,0,1,28,8,2021
504623,25,1,58.3,7,6/8/2021,25.652,2,273,0,0,0,6,8,2021
504624,50,0,5.2,2,13/11/2021,2.08,3,546,1,0,0,13,11,2021
504625,52,0,25.5,4,3/1/2021,13.515,1,437,3,0,0,3,1,2021
504626,19,1,30.7,5,5/7/2021,17.806,1,1055,3,0,0,5,7,2021
504627,33,1,35.4,5,26/11/2021,22.656,2,546,0,0,1,26,11,2021
504628,45,1,35.9,5,14/10/2021,22.976,1,140,0,1,0,14,10,2021
504629,57,1,40.5,5,22/8/2021,13.365,0,628,0,0,0,22,8,2021
504630,45,0,23.3,1,9/11/2021,23.3,1,209,0,1,1,9,11,2021
504631,54,0,5,3,11/6/2021,2.5,2,349,0,0,1,11,6,2021
504632,62,1,43.7,1,18/9/2021,43.7,3,1003,0,0,1,18,9,2021
504633,49,1,35.6,6,1/1/2021,27.056,3,863,0,0,0,1,1,2021
504634,63,1,14.4,3,12/9/2021,4.176,1,725,3,0,0,12,9,2021
504635,28,1,11.1,1,11/4/2021,11.1,0,435,3,0,0,11,4,2021
504636,50,1,30.9,1,28/9/2021,30.9,3,257,0,0,0,28,9,2021
504637,54,1,47.9,4,14/2/2021,10.059,0,897,0,0,0,14,2,2021
504638,46,1,26.7,1,7/4/2021,26.7,1,247,0,0,0,7,4,2021
504639,16,1,39.5,4,9/9/2021,35.945,0,382,1,0,1,9,9,2021
504640,49,1,31,3,10/11/2021,10.23,2,336,0,0,1,10,11,2021
504641,52,0,35.2,4,13/6/2021,5.632,1,599,0,0,0,13,6,2021
504642,47,1,7.1,5,12/6/2021,1.917,0,238,0,0,1,12,6,2021
504643,28,1,27.3,4,12/2/2021,5.733,3,875,0,0,1,12,2,2021
